,cluster no,tweet id,tweet
1413,1413,0,Kit Harington on how 'Game of Thrones' mirrors real-world politics https://t.co/dbdUUajo6o
1414,1414,0,'Hotel Mumbai' film brings old wounds to light for survivors of the terror attacks. https://t.co/CAtUis7eqm
1415,1415,0,"Across the US and abroad, transgender athletes are breaking barriers in high school, college, and pro sports and be… https://t.co/LxIOyks0cR"
1416,1416,0,"13 things mentally strong women don't do, according to a psychotherapist and best-selling author - @CNBC https://t.co/PfbV14fItL"
1417,1417,0,Here’s the average 401(k) balance by age. See how your total stacks up. https://t.co/eIsjTPJToO - @NBCNewsBETTER
1418,1418,0,"""If you don’t tell your team, your boss, your family that you deserve value, no one else will. You are the champion… https://t.co/0TIekQFx1W"
1419,1419,0,“Does the COO role risk becoming a glass ceiling… a position from which accomplished women leaders stoke the indust… https://t.co/0KH8dwn3hK
1420,1420,0,RT @TODAYshow: An @NBCNews exclusive: A former Roman Catholic priest convicted of molesting boys is now teaching children at a private scho…
1421,1421,0,The move is expected to provide relief to an additional 15% of all taxpayers and applies only to tax year 2018. -… https://t.co/TLfZbqGMKC
1422,1422,0,Intentionally exposing children to the virus hurts public health efforts and risks dangerous complications in some… https://t.co/JMIaZlXJN4
1423,1423,0,"""There's someone thinking of an idea somewhere in this world that could change our world and our way of living and… https://t.co/nJwnbVP0H4"
1424,1424,0,The 10 cities where American families have the most credit card debt - @CNBC https://t.co/QznueXycbK
1425,1425,0,.@NBCNewsBETTER: Don't throw out your orange peel. Good Housekeeping's Meaghan Murphy has three clever hacks for pu… https://t.co/lZg3kdKJuO
1426,1426,0,".@NBCNewsBetter: The amount you earn does not determine your worth, but it does make a big difference when it comes… https://t.co/bAqII2RkSv"
1427,1427,0,"Meet Capt. Maysaa Ouza, the first Air Force JAG Corps officer allowed to wear a hijab while in uniform.  -… https://t.co/p5bttjVhxy"
1428,1428,0,Blind golden retriever has his own four-legged ‘seeing-eye’ companion https://t.co/TAYpn35OAB
1429,1429,0,"The lithium-ion battery is industry standard and has been for nearly 30 years. Now, as the world races toward an el… https://t.co/HkTcRxfEmN"
1430,1430,0,"WATCH: Many Democratic representatives, and one prominent Republican, are asking that the public be allowed to see… https://t.co/wmcG8844bI"
1431,1431,0,"Jacqueline Cochran ""wanted to prove that women indeed could fly every aircraft in the Army. And she didn’t want jus… https://t.co/qizA6luNun"
1432,1432,0,"Robin Tran talks about how she bombed her first audition, what drives her comedy today, and what it's like represen… https://t.co/Mgf3kSDfTU"
1433,1433,0,"Steph Curry celebrated International Women's Day by releasing his newest namesake sneaker, which he co-designed wit… https://t.co/fLEM31EjZz"
1434,1434,0,The opioid epidemic is spurring medical institutions around the country to create fellowships for aspiring doctors… https://t.co/7pLqqBRWGl
1435,1435,0,"Opinion | Will Leitch: ""While the NBA can’t wait for this kid to leave college, he doesn’t seem to be in a particul… https://t.co/2omoSZ9JDW"
1436,1436,0,"Jean Brownhill built the home renovation referral company Sweeten from the ground up in her own backyard, turning i… https://t.co/25SC9aZJCx"
1437,1437,0,"When Ballet Hispánico takes the stage this month, audiences will experience new works from Asian-American choreogra… https://t.co/y5J5fNMmVn"
1438,1438,0,"In Ciudad Juárez, Cuban migrants seek asylum in the US. https://t.co/2hAOMRmXJU - @NBCLatino"
1439,1439,0,".@NBCNewsBETTER: Whether you’re making extra cash on the side or are a full-time freelancer, here’s what you need t… https://t.co/nljzqrP5tM"
1440,1440,0,'Affluenza teen' Ethan Couch allowed to remove ankle monitor - @NBCDFW https://t.co/4x0p9Ivk74
1441,1441,0,Hill's Pet Nutrition is expanding its recall to 44 products after it learned that additional varieties of canned do… https://t.co/Uxh73Q5Iaq
1442,1442,0,Friday on an all-new #Dateline with Keith Morrison at 10/9c https://t.co/8mPFXlDBFc
1443,1443,0,Faith-based adoption agencies funded by the state will no longer be able to turn away gay couples or LGBTQ individu… https://t.co/D3m4BuIhsU
1444,1444,0,Dex Frier claims school officials removed him from this year’s prom king ballot because he is transgender and told… https://t.co/5dxzXaUWxe
1445,1445,0,"After the death of Trent DiGiuro went unsolved for years, his father's plea that ""somebody knows what happened"" cha… https://t.co/kRuLRYU5aQ"
1446,1446,1,"FEMA unlawfully shared the private information, such as bank numbers, of 2.3 million hurricane and wildfire survivo… https://t.co/IWQjjrBNu3"
1447,1447,0,"Inspired by the movie, “Three Billboards Outside Ebbing, Missouri,” Jenny Carrieri posted three billboards around t… https://t.co/VjWnj6VPdw"
1448,1448,0,The family of the victim filed a lawsuit against the city arguing that he might have survived a shooting if officer… https://t.co/YaJO1BuPyC
1449,1449,0,"@Tom_Winter @PeteWilliamsNBC @JuliaEAinsley LIVE: Sen. Kamala Harris, a 2020 Democratic presidential candidate, exp… https://t.co/Y5NEoAG143"
1450,1450,0,"Hours after the tweet, a senior administration official told @NBCNews that the president had been referring to a no… https://t.co/M30IHA2ZQ9"
1451,1451,0,A 17-year-old boy was arrested for allegedly making online threats against black and Hispanic students at a high sc… https://t.co/6GNvAwtS4v
1452,1452,0,Analysis: The president's sudden decision undermines a national security team that had touted them just one day ear… https://t.co/JxC0tYDf08
1453,1453,0,@Tom_Winter @PeteWilliamsNBC The White House has not yet been briefed on the findings of Special Counsel Mueller's… https://t.co/v8VOdBu7Qn
1454,1454,0,"House Judiciary Cmte. Ranking Member Collins:

""I fully expect the Justice Department to release the special counse… https://t.co/2BgWfVxgyl"
1455,1455,0,"Whether you’re making extra cash on the side or are a full-time freelancer, here’s what you need to know to avoid s… https://t.co/RHMm2ZcF7F"
1456,1456,0,The arrest of a NY man on charges of harassing a Jewish co-worker at a health food store is the latest in a rising… https://t.co/t5ppdCLyhU
1457,1457,0,RT @NBCNightlyNews: TONIGHT: General Motors CEO Mary Barra speaks to @AnneNBCNews about President Trump and GM's new pledge to invest $1.8…
1458,1458,0,"United Airlines will now offer travelers booking flights non-binary gender options for identifying themselves, the… https://t.co/YSxiAClnmm"
1459,1459,0,"""I think we have an obligation to help young people imagine themselves in our future and the ways in which they wan… https://t.co/roRdgtxKmd"
1460,1460,0,"Some farmers in the county will probably not return to till their soil, many farmers say.

""Lot of folks won't be a… https://t.co/3YvVr5Ev2G"
1461,1461,0,"In Fremont County alone, local farmers estimate that the flood affected 28 local producers.

Much of the grain lost… https://t.co/lvi2XpYDZg"
1462,1462,0,"""I'm a first-generation going to college and I like giving that back by being a mentor now for younger girls so the… https://t.co/7d4IiWlVsp"
1463,1463,1,General Motors says it's adding 400 jobs at a Michigan assembly plant as part of a bigger push into electric and au… https://t.co/MoQoVfYSY0
1464,1464,0,"""No one in education takes these drills lightly. The risk of harming someone far outweighs whatever added realism o… https://t.co/L8CEnyLzwf"
1465,1465,0,"The drill was conducted by the White County Sheriff's Dept., which defends the methods. The sheriff says participat… https://t.co/gsgXqpIE3M"
1466,1466,0,"""During active shooter drill, 4 teachers at a time were taken into a room, told to crouch down and were shot execut… https://t.co/f7qk5dhCKw"
1467,1467,0,"RT @NBCNews: NOAA’s US Spring Outlook: Nearly 2/3 of the lower 48 US states face an elevated risk for flooding through May, with the potent…"
1468,1468,0,"Get breaking news alerts, live video and access to @NBCNews shows on your mobile phone --&gt; https://t.co/mH6NCGhhtn https://t.co/2GHvOgodHr"
1469,1469,0,In today's @NBCFirstRead: https://t.co/uJy1K4ygSu https://t.co/429PRkfbRT
1470,1470,0,Why scientists say experiencing awe can help you live your best life. https://t.co/AcoAb7jNfv - @NBCNewsBETTER
1471,1471,0,The low number of black and Latino students in the city's elite high schools suggest a basic unfairness in relying… https://t.co/ZD3AqUwWLb
1472,1472,0,"Jameela Jamil's account has inspired other women to share their stories.

Studies show almost two-thirds of women w… https://t.co/lDnWTnxqY5"
1473,1473,0,Property finance hub Lendinvest picks banks for £500m float https://t.co/4ruVlr1hpP
1474,1474,0,Pressure builds over deaths of people with a learning disability or autism in care https://t.co/2aH7uP6eqT
1475,1475,0,Can Shell really crack the green energy market? https://t.co/KDgRTJON71
1476,1476,0,"Would the government negotiate a customs union if parliament supported it? 

The prime minister answers… https://t.co/TUv4npaLrx"
1477,1477,0,"""We will support measures for a public vote to stop no deal or a chaotic Tory deal.""

@jeremycorbyn says he believe… https://t.co/Hn83k9Vgsx"
1478,1478,0,"""The government has refused to reach out, refused to listen and refused to find a consensus""

@jeremycorbyn says it… https://t.co/gdQuujnAZL"
1479,1479,0,"""As things stand there is still not sufficient support... to bring back the deal for a third meaningful vote.""

The… https://t.co/dEKfVgrWRN"
1480,1480,0,YouTuber Sv3rige eats a raw pig's head protesting outside vegan festival https://t.co/F6ghf4VbOa
1481,1481,0,"A top hat, cigar and letters owned by Sir Winston Churchill found at a rubbish tip https://t.co/2MBugNohMW"
1482,1482,0,WPP Group has begun approaching senior Chinese business figures about joining its board https://t.co/QbT6y5LjpR
1483,1483,0,A teacher who donates most of his salary to help the poor has been named the best teacher in the world https://t.co/efIpejDvRe
1484,1484,0,Protester eats raw pig's head outside vegan festival https://t.co/dTMA14lI9S
1485,1485,0,The jobs at 'high risk' from growth in automation  https://t.co/t0TcNIhJaM
1486,1486,0,Majestic Wine is planning a shake-up of the business to focus on its Naked Wines brand 🍷 https://t.co/OdtGbrEpjD
1487,1487,0,Global Teacher Prize: Man who gives away 80% of his salary wins $1m award https://t.co/IDLBRUJeqI
1488,1488,0,"RT @SkyNewsPolitics: ""I want to urge Iain Duncan Smith and others to help us get through the withdrawal agreement this week"" - Work and pen…"
1489,1489,1,"Pamela Anderson calls for reality TV shows to stop, branding them an 'epidemic of ugliness' https://t.co/CVFVB6u7M7"
1490,1490,0,"'We wanted to increase the success rate at which new drugs are discovered' - Draper chief executive, Ken Gabriel ex… https://t.co/RRAbH17hBY"
1491,1491,0,Majestic Wine to shut stores under 'Naked' transformation plan https://t.co/fQZU84UGk1
1492,1492,0,"""However you voted in the referendum...I'm sure you'd agree that Brexit has been a complete and utter mess"" - the M… https://t.co/MgBLnW79ld"
1493,1493,0,"#Brexplainer: What does #Brexit mean for the NHS, patients and staff? Tweet your questions and health correspondent… https://t.co/1QHzOtr7Ns"
1494,1494,0,"Three stories you need to read today:

🔴Theresa May fights to retain power https://t.co/JNfvFiIYxo
🔴Mueller report… https://t.co/G74L7RDrIK"
1495,1495,0,"Tune in to #Sunrise at 8.15am, when shadow attorney general, Baroness Chakrabarti will give Labour's view on how to… https://t.co/3t79aQ7YI1"
1496,1496,0,Would a new prime minister make a difference? https://t.co/5OH4BpjQKS
1497,1497,0,Switzerland and Newcastle defender Fabian Schar received emergency help from an opponent after being knocked out du… https://t.co/NQEjwsebvy
1498,1498,0,ConvaTec's Gent quits as new CEO arrives to heal City wounds https://t.co/hLchIPQ5xU
1499,1499,0,"Strippers now have the backing of unions, and they're calling for more recognition of their employment rights as wo… https://t.co/Q3XxZCimHj"
1500,1500,0,Here's what's happening with Brexit this week https://t.co/voDXDR4rKz
1501,1501,0,RT @ThePledge: .@MichelleDewbs says she has been put off veganism through what she believes are intimidation tactics used by elements of th…
1502,1502,0,RT @ThePledge: Michelle Dewberry says duty of care in reality TV is being neglected and that young people should aspire to be more than 'ju…
